id,packet_parsed
31,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '7a4a4195', 'MACPayload': {'FHDR': {'DevAddr': '260b0523', 'FCnt': '0005', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '45c25f6ea3dea0c2e9e367'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.5', 'Chan': '2', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '8023050b268005000145c25f6ea3dea0c2e9e3677a4a4195', 'Time': '2021-09-05 11:40:04.49', 'DecryptedData': ''}"
32,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': '3ead9c90', 'MACPayload': {'FHDR': {'DevAddr': '260b0523', 'FCnt': '0005', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '868.5', 'Chan': '2', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '6023050b26a005003ead9c90', 'Time': '2021-09-05 11:40:09.53', 'DecryptedData': ''}"
33,"{'MTypeText': 'Uplink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '010', 'RFU': '000', 'Major': '00'}, 'MIC': '6c6154a1', 'MACPayload': {'FHDR': {'DevAddr': '260bc69d', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '0a', 'FRMPayload': '374d4e3ae4e7d87e9660e1'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.7', 'Chan': '6', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '409dc60b268000000a374d4e3ae4e7d87e9660e16c6154a1', 'Time': '2021-09-05 11:40:10.42', 'DecryptedData': ''}"
34,"{'MTypeText': 'Uplink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '010', 'RFU': '000', 'Major': '00'}, 'MIC': '6c6154a1', 'MACPayload': {'FHDR': {'DevAddr': '260bc69d', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '0a', 'FRMPayload': '374d4e3ae4e7d87e9660e1'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.3', 'Chan': '4', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '409dc60b268000000a374d4e3ae4e7d87e9660e16c6154a1', 'Time': '2021-09-05 11:40:10.43', 'DecryptedData': ''}"
35,"{'MTypeText': 'Join-Accept', 'PHYPayload': {'MHDR': {'MType': '001', 'RFU': '110', 'Major': '01'}, 'MIC': '66294829', 'JoinAccept': {'JoinNonce': '9dc65b', 'Home_NetID': 'bf9f91', 'DevAddr': '00060340', 'DLSettings': {'OptNeg': '1', 'RX1DRoffset': '111', 'RX2Datarate': '1111'}, 'RxDelay': '00', 'CFList': '01019a858c0566294829'}}, 'ParseMessage': 'Corrupted! Invalid packet size.', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '399dc65bbf9f9100060340ff0001019a858c0566294829', 'Time': '2021-09-05 11:40:16.91', 'DecryptedData': ''}"
36,"{'MTypeText': 'Join-Request', 'PHYPayload': {'MHDR': {'MType': '000', 'RFU': '000', 'Major': '00'}, 'MIC': '295277ea', 'JoinRequest': {'JoinEUI': '0001001080da7f64', 'DevEUI': 'ed3f000000da7f64', 'DevNonce': '99ca'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.1', 'Chan': '0', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '000001001080da7f64ed3f000000da7f6499ca295277ea', 'Time': '2021-09-05 11:40:30.27', 'DecryptedData': ''}"
37,"{'MTypeText': 'Join-Accept', 'PHYPayload': {'MHDR': {'MType': '001', 'RFU': '000', 'Major': '00'}, 'MIC': '43433ab9', 'JoinAccept': {'JoinNonce': 'a4550f', 'Home_NetID': 'e09b85', 'DevAddr': '68b803cb', 'DLSettings': {'OptNeg': '0', 'RX1DRoffset': '011', 'RX2Datarate': '0000'}, 'RxDelay': '35', 'CFList': 'a11d6e9b016c97d4a347b77cf320387e'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.1', 'Chan': '0', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '20a4550fe09b8568b803cb3035a11d6e9b016c97d4a347b77cf320387e43433ab9', 'Time': '2021-09-05 11:40:37.08', 'DecryptedData': ''}"
38,"{'MTypeText': 'Uplink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '010', 'RFU': '000', 'Major': '00'}, 'MIC': '83ba1de6', 'MACPayload': {'FHDR': {'DevAddr': '260b0be3', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '0a', 'FRMPayload': '547309ca092a13b1770366'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '40e30b0b268000000a547309ca092a13b177036683ba1de6', 'Time': '2021-09-05 11:40:52.59', 'DecryptedData': ''}"
39,"{'MTypeText': 'Uplink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '010', 'RFU': '000', 'Major': '00'}, 'MIC': '83ba1de6', 'MACPayload': {'FHDR': {'DevAddr': '260b0be3', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '0a', 'FRMPayload': '547309ca092a13b1770366'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '40e30b0b268000000a547309ca092a13b177036683ba1de6', 'Time': '2021-09-05 11:40:52.61', 'DecryptedData': ''}"
40,"{'MTypeText': 'Join-Request', 'PHYPayload': {'MHDR': {'MType': '000', 'RFU': '000', 'Major': '00'}, 'MIC': 'e652c2c3', 'JoinRequest': {'JoinEUI': 'bdc6ada3ce0ec6f9', 'DevEUI': '75c600000aca2500', 'DevNonce': '799a'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.1', 'Chan': '0', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '00bdc6ada3ce0ec6f975c600000aca2500799ae652c2c3', 'Time': '2021-09-05 11:40:57.93', 'DecryptedData': ''}"
41,"{'MTypeText': 'Downlink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '101', 'RFU': '000', 'Major': '00'}, 'MIC': '0fc69101', 'MACPayload': {'FHDR': {'DevAddr': '260b0be3', 'FCnt': '0001', 'FOpts': '060350ff0001', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '0', 'FPending': '1', 'FOptsLen': '0110'}}, 'FPort': '01', 'FRMPayload': '89a3417b'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': 'a0e30b0b26960100060350ff00010189a3417b0fc69101', 'Time': '2021-09-05 11:40:59.08', 'DecryptedData': ''}"
42,"{'MTypeText': 'Proprietary', 'PHYPayload': {'MHDR': {'MType': '111', 'RFU': '011', 'Major': '10'}}, 'ParseMessage': 'Propietary', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF7BW125', 'Codr': 'OFF'}, 'RAWPacket': 'eeaf2c8ba057119538be24de7eb86e228df8d0d2a25bda594454a24fd980ab6282d8be81e0266d0c0f2754cbe74f2735994b5b718259dab845', 'Time': '2021-09-05 11:41:14.66', 'DecryptedData': ''}"
43,"{'MTypeText': 'Join-Request', 'PHYPayload': {'MHDR': {'MType': '000', 'RFU': '000', 'Major': '00'}, 'MIC': '6340b32c', 'JoinRequest': {'JoinEUI': 'bdc6ada3ce0ec6f9', 'DevEUI': '75c600000aca2500', 'DevNonce': '3952'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.3', 'Chan': '1', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '00bdc6ada3ce0ec6f975c600000aca250039526340b32c', 'Time': '2021-09-05 11:41:31.88', 'DecryptedData': ''}"
44,"{'MTypeText': 'Join-Accept', 'PHYPayload': {'MHDR': {'MType': '001', 'RFU': '000', 'Major': '00'}, 'MIC': '47288900', 'JoinAccept': {'JoinNonce': '2abefb', 'Home_NetID': 'e74f34', 'DevAddr': 'b00c7bc6', 'DLSettings': {'OptNeg': '1', 'RX1DRoffset': '001', 'RX2Datarate': '1010'}, 'RxDelay': '09', 'CFList': '56b38bbbadba58745292ec06a41b7bc5'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.3', 'Chan': '1', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '202abefbe74f34b00c7bc69a0956b38bbbadba58745292ec06a41b7bc547288900', 'Time': '2021-09-05 11:41:36.94', 'DecryptedData': ''}"
45,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': 'e5915ce5', 'MACPayload': {'FHDR': {'DevAddr': '260b24d9', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '9234544d1313f96fb9095d'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.3', 'Chan': '4', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80d9240b26800000019234544d1313f96fb9095de5915ce5', 'Time': '2021-09-05 11:41:39.22', 'DecryptedData': ''}"
46,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': 'e5915ce5', 'MACPayload': {'FHDR': {'DevAddr': '260b24d9', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '9234544d1313f96fb9095d'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.7', 'Chan': '6', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80d9240b26800000019234544d1313f96fb9095de5915ce5', 'Time': '2021-09-05 11:41:39.23', 'DecryptedData': ''}"
47,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': '72bba3b0', 'MACPayload': {'FHDR': {'DevAddr': '260b24d9', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '867.3', 'Chan': '4', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '60d9240b26a0000072bba3b0', 'Time': '2021-09-05 11:41:44.27', 'DecryptedData': ''}"
48,"{'MTypeText': 'Join-Request', 'PHYPayload': {'MHDR': {'MType': '000', 'RFU': '000', 'Major': '00'}, 'MIC': '62392eff', 'JoinRequest': {'JoinEUI': '0001001080da7f64', 'DevEUI': 'ed3f000000da7f64', 'DevNonce': 'cebf'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.1', 'Chan': '0', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '000001001080da7f64ed3f000000da7f64cebf62392eff', 'Time': '2021-09-05 11:42:28.75', 'DecryptedData': ''}"
49,"{'MTypeText': 'Join-Accept', 'PHYPayload': {'MHDR': {'MType': '001', 'RFU': '000', 'Major': '00'}, 'MIC': 'a2ea392f', 'JoinAccept': {'JoinNonce': 'b2d7fa', 'Home_NetID': '820b2f', 'DevAddr': '0bfe8974', 'DLSettings': {'OptNeg': '1', 'RX1DRoffset': '001', 'RX2Datarate': '1110'}, 'RxDelay': '8f', 'CFList': 'fd7b39d31fe39d2cc795fbc37d1ff70c'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.3', 'Chan': '1', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '20b2d7fa820b2f0bfe89749e8ffd7b39d31fe39d2cc795fbc37d1ff70ca2ea392f', 'Time': '2021-09-05 11:42:35.56', 'DecryptedData': ''}"
50,"{'MTypeText': 'Rejoin-Request', 'PHYPayload': {'MHDR': {'MType': '110', 'RFU': '100', 'Major': '00'}, 'MIC': 'b6ed61a2', 'ReJoinRequest': {'ReJoinType': 'e8', 'JoinEUI': '', 'DevEUI': '', 'RJcount1': ''}}, 'ParseMessage': 'Corrupted! Invalid ReJoinType value.', 'Lora': {'Freq': '867.7', 'Chan': '6', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': 'd0e8b6d3043b6029a5bf8b59fe5a4a440a0665123b34db72b99244a806d1e1cbc98078824d72f656a75db8f01cb701b2c77d929d357814ac9c4268d3d5ba0d3e012d76b4b8504b5ac30847415241ab528728d6c5be29eb81e81b973e8631b6c12284239ccf9a78c136ea7dceb6ed61a2', 'Time': '2021-09-05 11:42:36.50', 'DecryptedData': ''}"
51,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '717ac151', 'MACPayload': {'FHDR': {'DevAddr': '260b24d9', 'FCnt': '0001', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '73fd074d514dca0de93c95'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80d9240b268001000173fd074d514dca0de93c95717ac151', 'Time': '2021-09-05 11:42:39.47', 'DecryptedData': ''}"
52,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '717ac151', 'MACPayload': {'FHDR': {'DevAddr': '260b24d9', 'FCnt': '0001', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '73fd074d514dca0de93c95'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '80d9240b268001000173fd074d514dca0de93c95717ac151', 'Time': '2021-09-05 11:42:39.48', 'DecryptedData': ''}"
53,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': 'f169ba92', 'MACPayload': {'FHDR': {'DevAddr': '260b24d9', 'FCnt': '0001', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '60d9240b26a00100f169ba92', 'Time': '2021-09-05 11:42:44.52', 'DecryptedData': ''}"
54,"{'MTypeText': 'Uplink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '010', 'RFU': '000', 'Major': '00'}, 'MIC': '1daf132e', 'MACPayload': {'FHDR': {'DevAddr': '260b7bbd', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '0a', 'FRMPayload': 'b7960b713090493031fea7'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.3', 'Chan': '4', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '40bd7b0b268000000ab7960b713090493031fea71daf132e', 'Time': '2021-09-05 11:42:51.07', 'DecryptedData': ''}"
55,"{'MTypeText': 'Uplink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '010', 'RFU': '000', 'Major': '00'}, 'MIC': '1daf132e', 'MACPayload': {'FHDR': {'DevAddr': '260b7bbd', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '0a', 'FRMPayload': 'b7960b713090493031fea7'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.7', 'Chan': '6', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': '40bd7b0b268000000ab7960b713090493031fea71daf132e', 'Time': '2021-09-05 11:42:51.09', 'DecryptedData': ''}"
56,"{'MTypeText': 'Downlink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '101', 'RFU': '000', 'Major': '00'}, 'MIC': 'd7e2914f', 'MACPayload': {'FHDR': {'DevAddr': '240b7bbd', 'FCnt': '0223', 'FOpts': '060352ff5004', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '1', 'FOptsLen': '0110'}}, 'FPort': '51', 'FRMPayload': '7a29af6d'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.5', 'Chan': '5', 'Datr': 'SF12BW125', 'Codr': '4/5'}, 'RAWPacket': 'a0bd7b0b24b62302060352ff5004517a29af6dd7e2914f', 'Time': '2021-09-05 11:42:57.57', 'DecryptedData': ''}"
57,"{'MTypeText': 'Join-Request', 'PHYPayload': {'MHDR': {'MType': '000', 'RFU': '000', 'Major': '00'}, 'MIC': '958ddcfe', 'JoinRequest': {'JoinEUI': 'bdc6ada3ce0ec6f9', 'DevEUI': '75c600000aca2500', 'DevNonce': 'dcfe'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.5', 'Chan': '2', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '00bdc6ada3ce0ec6f975c600000aca2500dcfe958ddcfe', 'Time': '2021-09-05 11:43:24.07', 'DecryptedData': ''}"
58,"{'MTypeText': 'Join-Accept', 'PHYPayload': {'MHDR': {'MType': '001', 'RFU': '000', 'Major': '00'}, 'MIC': '32da2259', 'JoinAccept': {'JoinNonce': '6ff7da', 'Home_NetID': '63372f', 'DevAddr': '51ba4f21', 'DLSettings': {'OptNeg': '1', 'RX1DRoffset': '010', 'RX2Datarate': '0101'}, 'RxDelay': '31', 'CFList': '3d4f0a7d194ffbf177e7758004e905a9'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.5', 'Chan': '2', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '206ff7da63372f51ba4f21a5313d4f0a7d194ffbf177e7758004e905a932da2259', 'Time': '2021-09-05 11:43:29.15', 'DecryptedData': ''}"
59,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': 'c5c13188', 'MACPayload': {'FHDR': {'DevAddr': '260b785b', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': 'a5c697651bd34506729aa4'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.3', 'Chan': '1', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '805b780b2680000001a5c697651bd34506729aa4c5c13188', 'Time': '2021-09-05 11:43:31.39', 'DecryptedData': ''}"
60,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': 'c5b45108', 'MACPayload': {'FHDR': {'DevAddr': '260b785b', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '868.3', 'Chan': '1', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '605b780b26a00000c5b45108', 'Time': '2021-09-05 11:43:36.44', 'DecryptedData': ''}"
61,"{'MTypeText': 'Join-Request', 'PHYPayload': {'MHDR': {'MType': '000', 'RFU': '000', 'Major': '00'}, 'MIC': '2313f624', 'JoinRequest': {'JoinEUI': 'bdc6ada3ce0ec6f9', 'DevEUI': '75c600000aca2500', 'DevNonce': '9f09'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.1', 'Chan': '0', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '00bdc6ada3ce0ec6f975c600000aca25009f092313f624', 'Time': '2021-09-05 11:44:27.86', 'DecryptedData': ''}"
62,"{'MTypeText': 'Join-Accept', 'PHYPayload': {'MHDR': {'MType': '001', 'RFU': '000', 'Major': '00'}, 'MIC': '412e177b', 'JoinAccept': {'JoinNonce': '7382c5', 'Home_NetID': '38a6d5', 'DevAddr': '6bd59ef1', 'DLSettings': {'OptNeg': '0', 'RX1DRoffset': '010', 'RX2Datarate': '0100'}, 'RxDelay': '46', 'CFList': '3d7a6061e7e62d4cd3b9904ddc92df1d'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.1', 'Chan': '0', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '207382c538a6d56bd59ef124463d7a6061e7e62d4cd3b9904ddc92df1d412e177b', 'Time': '2021-09-05 11:44:32.93', 'DecryptedData': ''}"
63,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '405928a3', 'MACPayload': {'FHDR': {'DevAddr': '260bb04f', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '9f7fafed7ce6eb600769d8'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '804fb00b26800000019f7fafed7ce6eb600769d8405928a3', 'Time': '2021-09-05 11:44:34.95', 'DecryptedData': ''}"
64,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '405928a3', 'MACPayload': {'FHDR': {'DevAddr': '260bb04f', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': '9f7fafed7ce6eb600769d8'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.9', 'Chan': '7', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '804fb00b26800000019f7fafed7ce6eb600769d8405928a3', 'Time': '2021-09-05 11:44:34.96', 'DecryptedData': ''}"
65,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': 'ce377cf3', 'MACPayload': {'FHDR': {'DevAddr': '260bb04f', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '867.1', 'Chan': '3', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '604fb00b26a00000ce377cf3', 'Time': '2021-09-05 11:44:40.00', 'DecryptedData': ''}"
66,"{'MTypeText': 'Join-Request', 'PHYPayload': {'MHDR': {'MType': '000', 'RFU': '000', 'Major': '00'}, 'MIC': 'a0ac8a98', 'JoinRequest': {'JoinEUI': 'bdc6ada3ce0ec6f9', 'DevEUI': '75c600000aca2500', 'DevNonce': '4413'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.5', 'Chan': '2', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '00bdc6ada3ce0ec6f975c600000aca25004413a0ac8a98', 'Time': '2021-09-05 11:45:21.79', 'DecryptedData': ''}"
67,"{'MTypeText': 'Join-Accept', 'PHYPayload': {'MHDR': {'MType': '001', 'RFU': '000', 'Major': '00'}, 'MIC': 'bcc8261c', 'JoinAccept': {'JoinNonce': '1dda3f', 'Home_NetID': '2ce505', 'DevAddr': '57f96f99', 'DLSettings': {'OptNeg': '1', 'RX1DRoffset': '001', 'RX2Datarate': '1000'}, 'RxDelay': '8f', 'CFList': 'fa2ca9edc42e108ea8fe2766dea64ea3'}}, 'ParseMessage': '', 'Lora': {'Freq': '868.5', 'Chan': '2', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '201dda3f2ce50557f96f99988ffa2ca9edc42e108ea8fe2766dea64ea3bcc8261c', 'Time': '2021-09-05 11:45:26.88', 'DecryptedData': ''}"
68,"{'MTypeText': 'Uplink Msg (C)', 'PHYPayload': {'MHDR': {'MType': '100', 'RFU': '000', 'Major': '00'}, 'MIC': '0f642693', 'MACPayload': {'FHDR': {'DevAddr': '260b1498', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'ADRACKReq': '0', 'ACK': '0', 'ClassB': '0', 'FOptsLen': '0000'}}, 'FPort': '01', 'FRMPayload': 'a74b6f78d6ffcbfa87c6ec'}}, 'ParseMessage': '', 'Lora': {'Freq': '867.5', 'Chan': '5', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '8098140b2680000001a74b6f78d6ffcbfa87c6ec0f642693', 'Time': '2021-09-05 11:45:30.14', 'DecryptedData': ''}"
69,"{'MTypeText': 'Downlink Msg (UC)', 'PHYPayload': {'MHDR': {'MType': '011', 'RFU': '000', 'Major': '00'}, 'MIC': '57a975a0', 'MACPayload': {'FHDR': {'DevAddr': '260b1498', 'FCnt': '0000', 'FOpts': '', 'FCtrl': {'ADR': '1', 'RFU': '0', 'ACK': '1', 'FPending': '0', 'FOptsLen': '0000'}}, 'FPort': '', 'FRMPayload': ''}}, 'ParseMessage': '', 'Lora': {'Freq': '867.5', 'Chan': '5', 'Datr': 'SF7BW125', 'Codr': '4/5'}, 'RAWPacket': '6098140b26a0000057a975a0', 'Time': '2021-09-05 11:45:35.19', 'DecryptedData': ''}"
